Timestamp,P (W),S (VA),Q (VAR),Irms (A),Vrms (V),Pf,F (Hz),Appliance
2024-10-27 16:16:34,82.65,90.77,37.52,0.329,275.83,0.911,2532.05,fan
2024-10-27 16:16:34,601.49,605.76,71.8,2.192,276.39,0.993,2532.05,heater
2024-10-27 16:16:34,914.26,921.49,115.18,3.351,274.97,0.992,2532.05,toaster
2024-10-27 16:16:36,82.53,90.24,36.49,0.327,276.16,0.915,50.11,fan
2024-10-27 16:16:36,597.83,602.15,71.97,2.189,275.03,0.993,50.11,heater
2024-10-27 16:16:36,913.93,920.98,113.73,3.35,274.92,0.992,50.11,toaster
2024-10-27 16:16:38,82.9,90.62,36.58,0.328,276.54,0.915,49.47,fan
2024-10-27 16:16:38,598.31,602.15,67.84,2.19,274.95,0.994,49.47,heater
2024-10-27 16:16:38,914.43,921.91,117.19,3.35,275.2,0.992,49.47,toaster
2024-10-27 16:16:41,83.01,90.75,36.69,0.33,274.97,0.915,3871.61,fan
2024-10-27 16:16:41,597.18,601.45,71.56,2.189,274.74,0.993,3871.61,heater
2024-10-27 16:16:41,912.41,919.19,111.45,3.348,274.51,0.993,3871.61,toaster
2024-10-27 16:16:43,82.9,90.6,36.57,0.329,275.71,0.915,1993.93,fan
2024-10-27 16:16:43,597.26,600.83,65.4,2.189,274.46,0.994,1993.93,heater
2024-10-27 16:16:43,915.94,923.44,117.47,3.349,275.74,0.992,1993.93,toaster
2024-10-27 16:16:45,82.77,90.21,35.89,0.327,275.48,0.917,50.54,fan
2024-10-27 16:16:45,597.53,601.75,71.18,2.186,275.24,0.993,50.54,heater
2024-10-27 16:16:45,917.78,925.03,115.55,3.347,276.42,0.992,50.54,toaster
2024-10-27 16:16:47,83.81,91.59,36.92,0.331,276.31,0.915,49.82,fan
2024-10-27 16:16:47,603.16,607.22,70.16,2.198,276.23,0.993,49.82,heater
2024-10-27 16:16:47,-0.3,13.79,13.78,0.05,275.97,0.022,49.82,No Appliance Detected
2024-10-27 16:16:49,83.81,91.85,37.57,0.332,276.71,0.913,49.82,fan
2024-10-27 16:16:49,599.77,603.31,65.34,2.197,274.63,0.994,49.82,heater
2024-10-27 16:16:49,-0.87,13.73,13.71,0.05,275.95,0.064,49.82,No Appliance Detected
2024-10-27 16:16:51,83.16,90.56,35.86,0.329,275.51,0.918,49.48,fan
2024-10-27 16:16:51,604.11,608.32,71.44,2.197,276.86,0.993,49.48,heater
2024-10-27 16:16:51,-0.6,15.05,15.03,0.055,275.84,0.04,49.48,No Appliance Detected
2024-10-27 16:16:53,82.45,90.16,36.49,0.327,276.09,0.914,50.46,fan
2024-10-27 16:16:53,595.47,599.0,64.88,2.186,274.04,0.994,50.46,heater
2024-10-27 16:16:53,913.27,921.21,120.66,3.352,274.81,0.991,50.46,toaster
2024-10-27 16:16:55,82.42,90.29,36.88,0.328,275.2,0.913,49.53,fan
2024-10-27 16:16:55,596.81,600.39,65.49,2.186,274.67,0.994,49.53,heater
2024-10-27 16:16:55,914.25,921.27,113.48,3.35,275.02,0.992,49.53,toaster
2024-10-27 16:16:57,83.05,90.65,36.34,0.328,276.42,0.916,3674.71,fan
2024-10-27 16:16:57,599.22,603.49,71.66,2.186,276.01,0.993,3674.71,heater
2024-10-27 16:16:57,915.06,921.97,112.72,3.347,275.46,0.992,3674.71,toaster
2024-10-27 16:16:59,82.26,89.84,36.12,0.326,275.31,0.916,50.29,fan
2024-10-27 16:16:59,596.6,600.41,67.6,2.189,274.31,0.994,50.29,heater
2024-10-27 16:16:59,911.02,918.43,116.42,3.349,274.26,0.992,50.29,toaster
2024-10-27 16:17:01,82.67,89.92,35.36,0.327,275.07,0.919,49.8,fan
2024-10-27 16:17:01,512.75,558.95,222.52,2.02,276.71,0.917,49.8,heater
2024-10-27 16:17:01,913.66,920.2,109.54,3.359,273.98,0.993,49.8,toaster
2024-10-27 16:17:04,83.32,90.91,36.37,0.329,275.93,0.916,49.83,fan
2024-10-27 16:17:04,0.07,14.01,14.01,0.051,276.22,0.005,49.83,No Appliance Detected
2024-10-27 16:17:04,918.06,925.44,116.71,3.359,275.54,0.992,49.83,toaster
2024-10-27 16:17:06,83.52,91.26,36.79,0.329,277.35,0.915,49.81,fan
2024-10-27 16:17:06,-0.05,15.03,15.03,0.054,276.12,0.003,49.81,No Appliance Detected
2024-10-27 16:17:06,916.51,923.19,110.92,3.359,274.82,0.993,49.81,toaster
2024-10-27 18:21:35,0.04,15.9,15.9,0.057,276.59,0.003,50.03,No Appliance Detected
2024-10-27 18:21:35,0.52,15.23,15.22,0.055,277.15,0.034,50.03,No Appliance Detected
2024-10-27 18:21:35,0.47,15.2,15.19,0.055,276.6,0.031,50.03,No Appliance Detected
2024-10-27 18:21:37,0.34,16.12,16.12,0.058,277.18,0.021,3141.66,No Appliance Detected
2024-10-27 18:21:37,-0.07,15.6,15.6,0.056,276.38,0.004,3141.66,No Appliance Detected
2024-10-27 18:21:37,0.09,14.33,14.33,0.052,277.56,0.007,3141.66,No Appliance Detected
2024-10-27 18:21:40,-0.01,15.43,15.43,0.056,275.99,0.0,50.07,No Appliance Detected
2024-10-27 18:21:40,0.18,14.23,14.23,0.051,276.56,0.013,50.07,No Appliance Detected
2024-10-27 18:21:40,0.09,16.53,16.53,0.06,275.94,0.005,50.07,No Appliance Detected
2024-10-27 18:21:42,0.11,15.43,15.43,0.056,276.07,0.007,49.85,No Appliance Detected
2024-10-27 18:21:42,0.3,16.96,16.96,0.061,276.8,0.018,49.85,No Appliance Detected
2024-10-27 18:21:42,0.09,15.31,15.31,0.055,276.58,0.006,49.85,No Appliance Detected
2024-10-27 18:21:44,0.12,14.45,14.45,0.052,277.1,0.008,49.8,No Appliance Detected
2024-10-27 18:21:44,-0.1,14.26,14.26,0.052,275.57,0.007,49.8,No Appliance Detected
2024-10-27 18:21:44,-0.33,15.71,15.7,0.057,275.91,0.021,49.8,No Appliance Detected
2024-10-27 18:21:46,-0.33,16.08,16.08,0.058,276.09,0.021,50.02,No Appliance Detected
2024-10-27 18:21:46,-0.03,14.04,14.04,0.051,276.34,0.002,50.02,No Appliance Detected
2024-10-27 18:21:46,0.14,15.31,15.31,0.055,277.04,0.009,50.02,No Appliance Detected
2024-10-27 18:21:48,-0.58,15.18,15.17,0.055,276.2,0.038,3270.65,No Appliance Detected
2024-10-27 18:21:48,0.1,14.81,14.81,0.053,277.15,0.007,3270.65,No Appliance Detected
2024-10-27 18:21:48,0.6,15.47,15.46,0.056,276.94,0.039,3270.65,No Appliance Detected
2024-10-27 18:21:50,0.09,16.19,16.19,0.059,275.95,0.006,50.03,No Appliance Detected
2024-10-27 18:21:50,629.13,633.24,72.08,2.299,275.4,0.994,50.03,heater
2024-10-27 18:21:50,934.3,940.93,111.49,3.433,274.08,0.993,50.03,toaster
2024-10-27 18:21:52,91.63,99.27,38.2,0.361,274.83,0.923,49.98,fan
2024-10-27 18:21:52,625.5,629.64,72.06,2.287,275.31,0.993,49.98,heater
2024-10-27 18:21:52,924.41,931.94,118.21,3.389,274.99,0.992,49.98,toaster
2024-10-27 18:21:54,89.24,97.07,38.19,0.354,274.52,0.919,50.13,fan
2024-10-27 18:21:54,622.11,626.05,70.06,2.282,274.3,0.994,50.13,heater
2024-10-27 18:21:54,918.61,925.2,110.26,3.375,274.12,0.993,50.13,toaster
2024-10-27 18:21:56,85.19,93.21,37.82,0.341,273.61,0.914,50.04,fan
2024-10-27 18:21:56,623.52,627.45,70.05,2.282,274.99,0.994,50.04,heater
2024-10-27 18:21:56,918.81,925.37,110.02,3.371,274.51,0.993,50.04,toaster
2024-10-27 18:21:58,83.24,91.84,38.81,0.335,274.5,0.906,3463.63,fan
2024-10-27 18:21:58,621.01,624.37,64.72,2.28,273.79,0.995,3463.63,heater
2024-10-27 18:21:58,916.88,923.87,113.44,3.366,274.51,0.992,3463.63,toaster
2024-10-27 18:22:01,80.92,88.8,36.59,0.324,274.25,0.911,50.02,fan
2024-10-27 18:22:01,619.7,623.4,67.77,2.274,274.11,0.994,50.02,heater
2024-10-27 18:22:01,917.63,924.92,115.86,3.362,275.08,0.992,50.02,toaster
2024-10-27 18:22:03,80.79,88.79,36.84,0.325,273.47,0.91,50.03,fan
2024-10-27 18:22:03,619.88,623.62,68.15,2.27,274.67,0.994,50.03,heater
2024-10-27 18:22:03,915.31,921.29,104.81,3.36,274.22,0.994,50.03,toaster
2024-10-27 18:22:05,81.1,89.31,37.39,0.326,274.1,0.908,50.03,fan
2024-10-27 18:22:05,617.49,621.2,67.86,2.268,273.91,0.994,50.03,heater
2024-10-27 18:22:05,913.76,920.4,110.36,3.359,274.04,0.993,50.03,toaster
2024-10-27 18:22:07,80.21,88.68,37.8,0.324,274.11,0.905,49.98,fan
2024-10-27 18:22:07,618.95,622.28,64.21,2.268,274.36,0.995,49.98,heater
2024-10-27 18:22:07,913.86,921.44,117.96,3.359,274.31,0.992,49.98,toaster
2024-10-27 18:22:09,80.68,88.71,36.9,0.323,274.8,0.909,49.92,fan
2024-10-27 18:22:09,617.13,621.09,70.01,2.267,273.94,0.994,49.92,heater
2024-10-27 18:22:09,916.43,923.21,111.64,3.36,274.76,0.993,49.92,toaster
2024-10-27 18:22:11,81.26,89.4,37.28,0.326,274.37,0.909,50.0,fan
2024-10-27 18:22:11,615.07,618.5,65.03,2.262,273.46,0.994,50.0,heater
2024-10-27 18:22:11,917.57,924.49,112.95,3.357,275.38,0.993,50.0,toaster
2024-10-27 18:22:13,81.79,89.4,36.08,0.325,275.28,0.915,49.99,fan
2024-10-27 18:22:13,619.29,623.09,68.66,2.26,275.69,0.994,49.99,heater
2024-10-27 18:22:13,914.31,921.24,112.78,3.357,274.45,0.992,49.99,toaster
2024-10-27 18:22:15,80.76,89.13,37.71,0.324,274.81,0.906,49.99,fan
2024-10-27 18:22:15,616.39,619.97,66.59,2.258,274.54,0.994,49.99,heater
2024-10-27 18:22:15,917.27,923.36,105.85,3.358,275.0,0.993,49.99,toaster
2024-10-27 18:22:17,81.25,89.15,36.69,0.325,274.46,0.911,49.96,fan
2024-10-27 18:22:17,620.21,624.29,71.25,2.259,276.35,0.993,49.96,heater
2024-10-27 18:22:17,915.97,922.77,111.85,3.357,274.9,0.993,49.96,toaster
2024-10-27 18:22:20,80.5,88.67,37.16,0.324,273.86,0.908,3730.93,fan
2024-10-27 18:22:20,1238.08,1244.81,129.21,4.538,274.29,0.995,3730.93,heater
2024-10-27 18:22:20,906.93,913.65,110.6,3.343,273.28,0.993,3730.93,toaster
2024-10-27 18:22:22,88.85,95.11,33.94,0.347,274.43,0.934,49.98,fan
2024-10-27 18:22:22,1233.47,1239.46,121.77,4.532,273.49,0.995,49.98,heater
2024-10-27 18:22:22,906.96,913.55,109.53,3.337,273.75,0.993,49.98,toaster
2024-10-27 18:22:24,87.36,93.54,33.43,0.34,275.42,0.934,49.97,fan
2024-10-27 18:22:24,1230.83,1237.93,132.42,4.528,273.41,0.994,49.97,heater
2024-10-27 18:22:24,908.18,914.8,109.82,3.341,273.8,0.993,49.97,toaster
2024-10-27 18:22:26,85.97,92.29,33.56,0.337,273.57,0.932,2958.1,fan
2024-10-27 18:22:26,1231.07,1237.24,123.42,4.524,273.47,0.995,2958.1,heater
2024-10-27 18:22:26,906.66,912.93,106.77,3.342,273.16,0.993,2958.1,toaster
2024-10-27 18:22:28,86.99,93.61,34.58,0.341,274.17,0.929,49.97,fan
2024-10-27 18:22:28,1233.33,1240.64,134.5,4.516,274.7,0.994,49.97,heater
2024-10-27 18:22:28,910.05,916.45,108.1,3.342,274.19,0.993,49.97,toaster
2024-10-27 18:22:30,70.77,95.32,63.85,0.346,275.45,0.742,49.98,fan
2024-10-27 18:22:30,1232.57,1238.84,124.48,4.515,274.39,0.995,49.98,heater
2024-10-27 18:22:30,908.92,915.24,107.4,3.342,273.89,0.993,49.98,toaster
2024-10-27 18:22:32,104.66,106.54,19.89,0.389,274.21,0.982,49.97,fan
2024-10-27 18:22:32,1228.55,1234.73,123.34,4.51,273.79,0.995,49.97,heater
2024-10-27 18:22:32,909.48,916.45,112.82,3.341,274.28,0.992,49.97,toaster
2024-10-27 18:22:34,104.55,106.53,20.44,0.388,274.6,0.981,49.99,fan
2024-10-27 18:22:34,1229.9,1236.79,130.32,4.509,274.28,0.994,49.99,heater
2024-10-27 18:22:34,907.45,914.77,115.5,3.341,273.84,0.992,49.99,toaster
2024-10-27 18:23:05,105.04,107.37,22.22,0.389,275.86,0.978,49.9,fan
2024-10-27 18:23:05,1237.52,1245.11,137.28,4.519,275.55,0.994,49.9,heater
2024-10-27 18:23:05,-0.9,14.66,14.64,0.053,276.73,0.062,49.9,No Appliance Detected
2024-10-27 18:23:05,104.77,106.99,21.69,0.389,275.17,0.979,49.98,fan
2024-10-27 18:23:05,1238.12,1244.5,125.84,4.515,275.65,0.995,49.98,heater
2024-10-27 18:23:05,-0.7,16.38,16.36,0.059,275.51,0.043,49.98,No Appliance Detected
2024-10-27 18:23:05,104.55,106.82,21.9,0.388,275.51,0.979,49.94,fan
2024-10-27 18:23:05,1235.8,1243.38,137.07,4.511,275.63,0.994,49.94,heater
2024-10-27 18:23:05,-0.62,14.28,14.27,0.052,274.21,0.043,49.94,No Appliance Detected
2024-10-27 18:23:05,104.86,107.04,21.51,0.388,275.94,0.98,50.01,fan
2024-10-27 18:23:05,1237.27,1243.67,125.94,4.505,276.09,0.995,50.01,heater
2024-10-27 18:23:05,-0.59,14.62,14.61,0.053,275.7,0.04,50.01,No Appliance Detected
2024-10-27 18:23:06,105.02,107.2,21.48,0.388,276.15,0.98,49.98,fan
2024-10-27 18:23:06,1229.43,1235.93,126.53,4.489,275.3,0.995,49.98,heater
2024-10-27 18:23:06,-1.05,15.35,15.31,0.056,275.16,0.069,49.98,No Appliance Detected
2024-10-27 18:23:06,105.23,107.42,21.55,0.389,275.83,0.98,49.87,fan
2024-10-27 18:23:06,1228.22,1235.22,131.36,4.487,275.29,0.994,49.87,heater
2024-10-27 18:23:06,-1.31,14.95,14.89,0.054,275.03,0.088,49.87,No Appliance Detected
2024-10-27 18:23:06,105.46,107.68,21.75,0.39,276.05,0.979,49.97,fan
2024-10-27 18:23:06,1224.19,1231.18,130.96,4.482,274.7,0.994,49.97,heater
2024-10-27 18:23:06,-0.73,14.46,14.44,0.052,275.77,0.051,49.97,No Appliance Detected
2024-10-27 18:23:06,105.21,107.35,21.32,0.39,275.45,0.98,49.97,fan
2024-10-27 18:23:06,1227.68,1233.85,123.26,4.479,275.45,0.995,49.97,heater
2024-10-27 18:23:06,-0.6,15.66,15.65,0.057,276.7,0.038,49.97,No Appliance Detected
2024-10-27 18:23:06,104.52,106.72,21.56,0.387,275.83,0.979,3381.17,fan
2024-10-27 18:23:06,1227.69,1234.59,130.36,4.475,275.88,0.994,3381.17,heater
2024-10-27 18:23:06,-1.03,15.86,15.83,0.058,275.56,0.065,3381.17,No Appliance Detected
2024-10-27 18:23:06,105.01,107.27,21.86,0.388,276.34,0.979,49.96,fan
2024-10-27 18:23:06,1223.66,1229.93,123.97,4.473,274.98,0.995,49.96,heater
2024-10-27 18:23:06,-0.62,14.82,14.81,0.054,275.3,0.042,49.96,No Appliance Detected
2024-10-27 18:23:06,104.71,106.8,21.01,0.387,276.0,0.98,50.65,fan
2024-10-27 18:23:06,1223.75,1230.71,130.71,4.467,275.52,0.994,50.65,heater
2024-10-27 18:23:06,-0.53,15.57,15.56,0.056,275.59,0.034,50.65,No Appliance Detected
2024-10-27 18:23:06,105.11,107.47,22.4,0.39,275.68,0.978,50.52,fan
2024-10-27 18:23:06,1223.94,1230.59,127.77,4.465,275.61,0.995,50.52,heater
2024-10-27 18:23:06,-1.32,15.71,15.65,0.057,276.62,0.084,50.52,No Appliance Detected
2024-10-27 18:23:06,105.31,107.42,21.17,0.39,275.14,0.98,49.97,fan
2024-10-27 18:23:06,1220.2,1226.91,128.21,4.458,275.21,0.995,49.97,heater
2024-10-27 18:23:06,-0.71,15.93,15.91,0.058,275.79,0.044,49.97,No Appliance Detected
2024-10-27 18:23:06,104.43,106.28,19.74,0.386,275.22,0.983,49.97,fan
2024-10-27 18:23:06,1219.93,1226.74,129.04,4.452,275.52,0.994,49.97,heater
2024-10-27 18:23:06,-0.48,15.58,15.57,0.056,275.73,0.031,49.97,No Appliance Detected
2024-10-27 18:23:07,105.25,107.44,21.58,0.389,276.06,0.98,49.98,fan
2024-10-27 18:23:07,1218.89,1226.53,136.63,4.447,275.84,0.994,49.98,heater
2024-10-27 18:23:07,-1.54,16.69,16.62,0.061,274.99,0.092,49.98,No Appliance Detected
2024-10-27 18:23:08,104.96,107.15,21.57,0.389,275.61,0.98,49.95,fan
2024-10-27 18:23:08,1215.77,1222.02,123.44,4.445,274.94,0.995,49.95,heater
2024-10-27 18:23:08,-1.28,14.72,14.66,0.054,274.99,0.087,49.95,No Appliance Detected
2024-10-27 18:23:10,104.78,106.96,21.5,0.387,276.06,0.98,49.98,fan
2024-10-27 18:23:10,1217.36,1223.35,120.89,4.439,275.57,0.995,49.98,heater
2024-10-27 18:23:10,-1.03,15.85,15.81,0.058,275.14,0.065,49.98,No Appliance Detected
2024-10-27 18:23:12,104.25,106.19,20.24,0.387,274.5,0.982,49.97,fan
2024-10-27 18:23:12,1204.92,1212.11,131.88,4.415,274.58,0.994,49.97,heater
2024-10-27 18:23:12,920.3,926.4,106.15,3.383,273.82,0.993,49.97,toaster
2024-10-27 18:23:14,103.61,105.89,21.86,0.388,272.94,0.978,49.95,fan
2024-10-27 18:23:14,1201.32,1207.98,126.67,4.41,273.9,0.994,49.95,heater
2024-10-27 18:23:14,911.77,918.61,111.9,3.356,273.71,0.993,49.95,toaster
2024-10-27 18:23:16,82.82,88.71,31.79,0.323,274.56,0.934,49.88,fan
2024-10-27 18:23:16,1205.36,1213.86,143.4,4.408,275.38,0.993,49.88,heater
2024-10-27 18:23:16,912.76,919.4,110.31,3.353,274.22,0.993,49.88,toaster
2024-10-27 18:23:19,86.1,92.33,33.35,0.337,274.3,0.932,49.94,fan
2024-10-27 18:23:19,1196.18,1202.11,119.34,4.402,273.06,0.995,49.94,heater
2024-10-27 18:23:19,910.74,917.62,112.17,3.352,273.78,0.993,49.94,toaster
2024-10-27 18:23:21,86.95,92.93,32.8,0.338,275.26,0.936,49.92,fan
2024-10-27 18:23:21,1201.69,1208.77,130.58,4.398,274.86,0.994,49.92,heater
2024-10-27 18:23:21,911.11,917.07,104.39,3.349,273.83,0.993,49.92,toaster
2024-10-27 18:23:23,87.56,93.9,33.94,0.341,275.1,0.932,49.92,fan
2024-10-27 18:23:23,1194.78,1201.38,125.79,4.397,273.21,0.995,49.92,heater
2024-10-27 18:23:23,909.58,915.98,108.07,3.344,273.88,0.993,49.92,toaster
2024-10-27 18:23:25,86.52,92.94,33.94,0.338,274.62,0.931,49.9,fan
2024-10-27 18:23:25,1198.97,1205.91,129.17,4.397,274.24,0.994,49.9,heater
2024-10-27 18:23:25,909.09,915.78,110.48,3.34,274.15,0.993,49.9,toaster
2024-10-27 18:23:27,77.25,85.68,37.05,0.312,274.57,0.902,49.9,fan
2024-10-27 18:23:27,1197.04,1203.38,123.37,4.392,273.99,0.995,49.9,heater
2024-10-27 18:23:27,909.37,915.77,108.05,3.343,273.92,0.993,49.9,toaster
2024-10-27 18:23:29,79.74,88.0,37.23,0.321,274.25,0.906,49.94,fan
2024-10-27 18:23:29,1195.18,1201.65,124.6,4.392,273.62,0.995,49.94,heater
2024-10-27 18:23:29,909.53,916.11,109.64,3.342,274.16,0.993,49.94,toaster
2024-10-27 18:23:31,81.03,88.72,36.13,0.323,274.33,0.913,49.89,fan
2024-10-27 18:23:31,1194.78,1201.31,125.11,4.388,273.8,0.995,49.89,heater
2024-10-27 18:23:31,908.87,915.82,112.67,3.34,274.2,0.992,49.89,toaster
2024-10-27 18:23:33,81.25,89.06,36.49,0.325,274.27,0.912,49.92,fan
2024-10-27 18:23:33,1196.43,1202.58,121.49,4.386,274.2,0.995,49.92,heater
2024-10-27 18:23:33,905.25,911.9,109.92,3.341,272.97,0.993,49.92,toaster
2024-10-27 18:23:35,81.16,89.27,37.17,0.326,273.99,0.909,49.94,fan
2024-10-27 18:23:35,1194.96,1200.48,115.06,4.385,273.77,0.995,49.94,heater
2024-10-27 18:23:35,909.65,916.36,110.74,3.34,274.36,0.993,49.94,toaster
2024-10-27 18:23:37,81.17,89.56,37.85,0.328,273.35,0.906,50.3,fan
2024-10-27 18:23:37,1201.38,1208.9,134.64,4.384,275.74,0.994,50.3,heater
2024-10-27 18:23:37,912.17,918.94,111.32,3.341,275.06,0.993,50.3,toaster
2024-10-27 18:23:40,81.26,89.6,37.75,0.327,274.23,0.907,49.93,fan
2024-10-27 18:23:40,1196.94,1204.48,134.52,4.384,274.75,0.994,49.93,heater
2024-10-27 18:23:40,908.26,914.48,106.53,3.336,274.1,0.993,49.93,toaster
2024-10-27 18:23:42,81.13,89.28,37.27,0.327,273.38,0.909,5754.11,fan
2024-10-27 18:23:42,1195.21,1201.97,127.36,4.383,274.23,0.994,5754.11,heater
2024-10-27 18:23:42,906.84,913.59,110.82,3.337,273.81,0.993,5754.11,toaster
2024-10-27 18:23:44,80.63,88.63,36.81,0.323,274.18,0.91,50.07,fan
2024-10-27 18:23:44,1194.59,1201.68,130.31,4.379,274.42,0.994,50.07,heater
2024-10-27 18:23:44,908.82,915.06,106.68,3.338,274.16,0.993,50.07,toaster
2024-10-27 18:23:46,80.57,88.94,37.67,0.325,273.47,0.906,49.6,fan
2024-10-27 18:23:46,1193.21,1199.54,123.04,4.38,273.88,0.995,49.6,heater
2024-10-27 18:23:46,907.18,913.97,111.23,3.337,273.93,0.993,49.6,toaster
2024-10-27 18:23:48,79.83,87.84,36.66,0.322,273.22,0.909,50.21,fan
2024-10-27 18:23:48,1196.02,1203.05,129.84,4.381,274.62,0.994,50.21,heater
2024-10-27 18:23:48,908.36,914.23,103.44,3.338,273.92,0.994,50.21,toaster
2024-10-27 18:23:50,81.99,89.82,36.66,0.327,274.86,0.913,49.96,fan
2024-10-27 18:23:50,1194.16,1200.88,126.81,4.382,274.07,0.994,49.96,heater
2024-10-27 18:23:50,909.06,915.52,108.52,3.339,274.23,0.993,49.96,toaster
2024-10-27 18:23:52,81.02,89.16,37.2,0.325,274.01,0.909,49.94,fan
2024-10-27 18:23:52,1194.26,1200.46,121.8,4.378,274.21,0.995,49.94,heater
2024-10-27 18:23:52,909.64,916.77,114.06,3.338,274.63,0.992,49.94,toaster
2024-10-27 18:23:54,81.18,89.13,36.79,0.325,274.47,0.911,49.92,fan
2024-10-27 18:23:54,1190.33,1196.22,118.5,4.377,273.27,0.995,49.92,heater
2024-10-27 18:23:54,906.17,912.38,106.28,3.336,273.48,0.993,49.92,toaster
2024-10-27 18:23:56,80.5,88.43,36.61,0.323,273.95,0.91,49.95,fan
2024-10-27 18:23:56,1190.19,1196.71,124.7,4.377,273.43,0.995,49.95,heater
2024-10-27 18:23:56,906.11,912.32,106.28,3.335,273.55,0.993,49.95,toaster
2024-10-27 18:23:58,81.41,89.54,37.28,0.325,275.54,0.909,50.01,fan
2024-10-27 18:23:58,1201.06,1206.92,118.8,4.397,274.46,0.995,50.01,heater
2024-10-27 18:23:58,-0.69,15.49,15.48,0.056,275.43,0.045,50.01,No Appliance Detected
2024-10-27 18:24:00,82.07,90.04,37.05,0.326,275.8,0.911,49.96,fan
2024-10-27 18:24:00,602.57,606.08,65.15,2.198,275.75,0.994,49.96,heater
2024-10-27 18:24:00,-0.88,16.89,16.87,0.061,275.47,0.052,49.96,No Appliance Detected
2024-10-27 18:24:03,81.63,89.86,37.58,0.326,275.49,0.908,49.94,fan
2024-10-27 18:24:03,601.25,604.76,65.05,2.199,274.99,0.994,49.94,heater
2024-10-27 18:24:03,-0.14,15.66,15.66,0.057,275.62,0.009,49.94,No Appliance Detected
2024-10-27 18:24:05,82.29,90.32,37.22,0.327,276.02,0.911,49.88,fan
2024-10-27 18:24:05,603.09,606.7,66.08,2.198,276.01,0.994,49.88,heater
2024-10-27 18:24:05,-0.73,14.96,14.94,0.054,276.3,0.049,49.88,No Appliance Detected
2024-10-27 18:24:35,81.62,89.7,37.19,0.326,275.24,0.91,49.9,fan
2024-10-27 18:24:35,603.55,606.89,63.63,2.201,275.78,0.994,49.9,heater
2024-10-27 18:24:35,-0.72,14.95,14.93,0.054,275.8,0.048,49.9,No Appliance Detected
2024-10-27 18:24:35,81.32,89.62,37.68,0.326,275.23,0.907,49.96,fan
2024-10-27 18:24:35,598.42,601.86,64.25,2.191,274.75,0.994,49.96,heater
2024-10-27 18:24:35,-0.35,16.61,16.6,0.06,277.06,0.021,49.96,No Appliance Detected
2024-10-27 18:24:35,81.15,89.04,36.65,0.323,275.72,0.911,49.9,fan
2024-10-27 18:24:35,597.79,601.49,66.59,2.188,274.93,0.994,49.9,heater
2024-10-27 18:24:35,915.35,921.54,106.68,3.356,274.55,0.993,49.9,toaster
2024-10-27 18:24:36,81.99,90.16,37.48,0.327,275.31,0.909,49.86,fan
2024-10-27 18:24:36,599.58,603.37,67.54,2.188,275.8,0.994,49.86,heater
2024-10-27 18:24:36,915.8,921.94,106.15,3.357,274.63,0.993,49.86,toaster
2024-10-27 18:24:36,80.02,88.33,37.4,0.322,274.01,0.906,49.88,fan
2024-10-27 18:24:36,598.73,602.3,65.48,2.187,275.46,0.994,49.88,heater
2024-10-27 18:24:36,913.93,920.02,105.66,3.352,274.45,0.993,49.88,toaster
2024-10-27 18:24:36,80.32,88.38,36.89,0.322,274.51,0.909,49.82,fan
2024-10-27 18:24:36,595.02,598.84,67.52,2.186,273.9,0.994,49.82,heater
2024-10-27 18:24:36,913.58,919.55,104.61,3.349,274.6,0.994,49.82,toaster
2024-10-27 18:24:36,81.19,89.49,37.62,0.325,275.14,0.907,49.89,fan
2024-10-27 18:24:36,597.54,600.71,61.57,2.186,274.74,0.995,49.89,heater
2024-10-27 18:24:36,908.92,915.58,110.26,3.351,273.26,0.993,49.89,toaster
2024-10-27 18:24:36,81.22,88.86,36.05,0.324,274.09,0.914,49.82,fan
2024-10-27 18:24:36,597.19,600.53,63.23,2.188,274.49,0.994,49.82,heater
2024-10-27 18:24:36,917.31,924.47,114.87,3.348,276.12,0.992,49.82,toaster
2024-10-27 18:24:36,81.14,89.47,37.7,0.327,273.95,0.907,49.72,fan
2024-10-27 18:24:36,597.09,600.67,65.42,2.186,274.78,0.994,49.72,heater
2024-10-27 18:24:36,912.37,918.87,109.05,3.349,274.36,0.993,49.72,toaster
2024-10-27 18:24:36,81.2,89.0,36.43,0.325,274.14,0.912,49.92,fan
2024-10-27 18:24:36,595.62,599.67,69.64,2.185,274.48,0.993,49.92,heater
2024-10-27 18:24:36,914.41,921.45,113.68,3.348,275.25,0.992,49.92,toaster
2024-10-27 18:24:36,81.72,89.74,37.08,0.327,274.68,0.911,49.57,fan
2024-10-27 18:24:36,596.77,600.67,68.36,2.186,274.8,0.994,49.57,heater
2024-10-27 18:24:36,909.65,917.34,118.51,3.345,274.21,0.992,49.57,toaster
2024-10-27 18:24:36,80.66,88.82,37.18,0.324,274.18,0.908,49.92,fan
2024-10-27 18:24:36,597.15,600.27,61.17,2.185,274.69,0.995,49.92,heater
2024-10-27 18:24:36,915.85,923.01,114.75,3.348,275.71,0.992,49.92,toaster
2024-10-27 18:24:36,81.03,89.04,36.93,0.325,273.89,0.91,49.95,fan
2024-10-27 18:24:36,597.82,601.41,65.68,2.186,275.15,0.994,49.95,heater
2024-10-27 18:24:36,911.9,918.9,113.25,3.35,274.33,0.992,49.95,toaster
2024-10-27 18:24:37,81.61,89.49,36.72,0.326,274.94,0.912,49.91,fan
