Timestamp,P (W),S (VA),Q (VAR),Irms (A),Vrms (V),Pf,F (Hz),Appliance
2024-10-28 18:45:18,83.63,88.75,29.71,0.34,260.76,0.942,49.94,fan
2024-10-28 18:45:18,827.07,832.07,91.04,3.2,260.01,0.994,49.94,toaster
2024-10-28 18:45:20,2239.88,2252.91,242.0,8.623,261.28,0.994,49.98,kettle
2024-10-28 18:45:20,84.19,89.52,30.41,0.341,262.25,0.941,49.98,fan
2024-10-28 18:45:20,831.29,836.93,96.99,3.203,261.28,0.993,49.98,toaster
2024-10-28 18:45:22,2234.71,2248.01,244.19,8.624,260.67,0.994,50.03,kettle
2024-10-28 18:45:22,83.67,88.63,29.22,0.339,261.49,0.944,50.03,fan
2024-10-28 18:45:22,828.63,834.48,98.62,3.197,261.06,0.993,50.03,toaster
2024-10-28 18:45:24,2236.34,2248.15,230.06,8.619,260.83,0.995,49.96,kettle
2024-10-28 18:45:24,83.54,88.53,29.31,0.339,260.92,0.944,49.96,fan
2024-10-28 18:45:24,829.32,835.09,98.04,3.2,260.99,0.993,49.96,toaster
2024-10-28 18:45:26,2234.05,2246.27,234.05,8.618,260.66,0.995,114.93,kettle
2024-10-28 18:45:26,83.36,88.41,29.45,0.339,261.05,0.943,114.93,fan
2024-10-28 18:45:26,829.12,834.74,96.71,3.199,260.91,0.993,114.93,toaster
2024-10-28 18:45:28,2239.67,2250.71,222.63,8.623,261.0,0.995,99.97,kettle
2024-10-28 18:45:28,83.33,88.78,30.64,0.34,260.74,0.939,99.97,fan
2024-10-28 18:45:28,828.1,833.72,96.64,3.201,260.45,0.993,99.97,toaster
2024-10-28 18:45:30,2223.18,2234.76,227.2,8.608,259.61,0.995,49.98,kettle
2024-10-28 18:45:30,83.32,88.38,29.46,0.338,261.33,0.943,49.98,fan
2024-10-28 18:45:30,830.32,836.37,100.44,3.198,261.51,0.993,49.98,toaster
2024-10-28 18:45:32,2216.87,2227.92,221.56,8.605,258.91,0.995,49.95,kettle
2024-10-28 18:45:32,83.5,88.68,29.86,0.34,260.77,0.942,49.95,fan
2024-10-28 18:45:32,828.59,834.88,102.27,3.196,261.21,0.992,49.95,toaster
2024-10-28 18:45:35,2233.15,2246.53,244.87,8.618,260.69,0.994,49.96,kettle
2024-10-28 18:45:35,82.82,88.04,29.89,0.338,260.4,0.941,49.96,fan
2024-10-28 18:45:35,827.82,833.68,98.63,3.199,260.62,0.993,49.96,toaster
2024-10-28 18:45:37,2228.89,2241.62,238.51,8.614,260.24,0.994,49.95,kettle
2024-10-28 18:45:37,83.02,88.23,29.87,0.337,261.69,0.941,49.95,fan
2024-10-28 18:45:37,828.29,834.8,104.07,3.2,260.9,0.992,49.95,toaster
2024-10-28 18:45:39,2232.1,2244.69,237.43,8.622,260.34,0.994,49.96,kettle
2024-10-28 18:45:39,83.99,89.18,29.97,0.34,261.91,0.942,49.96,fan
2024-10-28 18:45:39,825.57,830.79,92.99,3.195,260.03,0.994,49.96,toaster
2024-10-28 18:45:41,2228.98,2240.63,228.18,8.612,260.16,0.995,49.95,kettle
2024-10-28 18:45:41,83.95,88.98,29.49,0.34,261.54,0.943,49.95,fan
2024-10-28 18:45:41,825.71,831.33,96.5,3.193,260.32,0.993,49.95,toaster
2024-10-28 18:45:43,2224.22,2237.74,245.6,8.595,260.35,0.994,49.99,kettle
2024-10-28 18:45:43,82.7,87.99,30.06,0.34,258.87,0.94,49.99,fan
2024-10-28 18:45:43,824.8,830.13,93.9,3.191,260.17,0.994,49.99,toaster
2024-10-28 18:45:45,2222.84,2234.53,228.32,8.598,259.9,0.995,50.0,kettle
2024-10-28 18:45:45,83.06,88.1,29.39,0.337,261.05,0.943,50.0,fan
2024-10-28 18:45:45,824.18,828.93,88.68,3.191,259.77,0.994,50.0,toaster
2024-10-28 18:45:47,2212.16,2223.78,227.08,8.593,258.8,0.995,49.99,kettle
2024-10-28 18:45:47,81.97,87.15,29.6,0.335,259.89,0.941,49.99,fan
2024-10-28 18:45:47,825.46,831.65,101.29,3.188,260.84,0.993,49.99,toaster
2024-10-28 18:45:49,2216.55,2229.33,238.4,8.586,259.64,0.994,50.09,kettle
2024-10-28 18:45:49,81.79,87.04,29.77,0.336,259.02,0.94,50.09,fan
2024-10-28 18:45:49,827.1,833.18,100.48,3.189,261.25,0.993,50.09,toaster
2024-10-28 18:45:51,2216.1,2228.52,234.94,8.576,259.86,0.994,50.01,kettle
2024-10-28 18:45:51,82.91,88.12,29.87,0.339,260.09,0.941,50.01,fan
2024-10-28 18:45:51,825.03,830.12,91.83,3.189,260.29,0.994,50.01,toaster
2024-10-28 18:45:54,2226.69,2240.49,248.25,8.589,260.85,0.994,50.1,kettle
2024-10-28 18:45:54,82.91,87.99,29.44,0.339,259.6,0.942,50.1,fan
2024-10-28 18:45:54,822.96,828.53,95.88,3.193,259.52,0.993,50.1,toaster
2024-10-28 18:45:56,2229.81,2242.74,240.43,8.601,260.77,0.994,50.12,kettle
2024-10-28 18:45:56,83.48,88.49,29.34,0.339,261.2,0.943,50.12,fan
2024-10-28 18:45:56,826.06,831.55,95.39,3.196,260.21,0.993,50.12,toaster
2024-10-28 18:45:58,2225.97,2238.67,238.11,8.607,260.1,0.994,50.15,kettle
2024-10-28 18:45:58,96.08,97.95,19.03,0.377,260.14,0.981,50.15,fan
2024-10-28 18:45:58,829.73,836.16,103.51,3.202,261.17,0.992,50.15,toaster
2024-10-28 18:46:00,2226.23,2240.71,254.32,8.599,260.59,0.994,50.15,kettle
2024-10-28 18:46:00,95.35,97.43,20.0,0.373,261.16,0.979,50.15,fan
2024-10-28 18:46:00,829.35,834.68,94.21,3.195,261.26,0.994,50.15,toaster
2024-10-28 18:46:02,2223.87,2236.12,233.66,8.601,260.0,0.995,50.13,kettle
2024-10-28 18:46:02,96.39,98.4,19.77,0.376,261.57,0.98,50.13,fan
2024-10-28 18:46:02,831.2,836.69,95.63,3.199,261.52,0.993,50.13,toaster
2024-10-28 18:46:04,2230.8,2246.83,267.91,8.599,261.3,0.993,50.21,kettle
2024-10-28 18:46:04,96.61,98.58,19.59,0.379,260.36,0.98,50.21,fan
2024-10-28 18:46:04,828.71,834.47,97.94,3.196,261.09,0.993,50.21,toaster
2024-10-28 18:46:06,2220.66,2233.44,238.56,8.591,259.99,0.994,50.14,kettle
2024-10-28 18:46:06,96.14,97.85,18.18,0.375,260.58,0.983,50.14,fan
2024-10-28 18:46:06,829.23,835.3,100.55,3.196,261.34,0.993,50.14,toaster
2024-10-28 18:46:08,2226.55,2240.75,251.9,8.601,260.51,0.994,50.21,kettle
2024-10-28 18:46:08,96.3,98.26,19.5,0.374,262.4,0.98,50.21,fan
2024-10-28 18:46:08,-0.15,14.08,14.08,0.054,262.26,0.011,50.21,No Appliance Detected
2024-10-28 18:46:10,2248.71,2261.91,244.01,8.636,261.91,0.994,50.09,kettle
2024-10-28 18:46:10,96.09,98.0,19.25,0.375,261.04,0.981,50.09,fan
2024-10-28 18:46:10,-0.25,12.0,12.0,0.046,262.61,0.021,50.09,No Appliance Detected
2024-10-28 18:46:12,2238.97,2252.54,246.93,8.609,261.64,0.994,50.17,kettle
2024-10-28 18:46:12,95.78,97.81,19.84,0.375,260.53,0.979,50.17,fan
2024-10-28 18:46:12,839.23,845.27,100.84,3.217,262.78,0.993,50.17,toaster
2024-10-28 18:46:15,2238.26,2249.56,225.25,8.632,260.6,0.995,50.04,kettle
2024-10-28 18:46:15,95.99,98.01,19.81,0.374,261.9,0.979,50.04,fan
2024-10-28 18:46:15,835.57,842.4,107.04,3.213,262.18,0.992,50.04,toaster
2024-10-28 18:46:17,2242.98,2259.13,269.67,8.626,261.91,0.993,50.22,kettle
2024-10-28 18:46:17,95.84,97.81,19.54,0.374,261.54,0.98,50.22,fan
2024-10-28 18:46:17,832.06,838.15,100.92,3.203,261.68,0.993,50.22,toaster
2024-10-28 18:46:19,2242.07,2254.66,237.97,8.623,261.47,0.994,50.1,kettle
2024-10-28 18:46:19,95.79,97.79,19.65,0.374,261.2,0.98,50.1,fan
2024-10-28 18:46:19,832.24,838.39,101.36,3.207,261.45,0.993,50.1,toaster
2024-10-28 18:46:40,2217.34,2231.41,250.18,8.595,259.61,0.994,4239.62,kettle
2024-10-28 18:46:40,96.56,98.49,19.4,0.377,261.06,0.98,4239.62,fan
2024-10-28 18:46:40,829.36,835.52,101.25,3.204,260.79,0.993,4239.62,toaster
2024-10-28 18:46:40,2229.53,2239.97,216.0,8.615,260.01,0.995,50.18,kettle
2024-10-28 18:46:40,96.23,98.13,19.23,0.374,262.15,0.981,50.18,fan
2024-10-28 18:46:40,828.47,834.64,101.32,3.198,261.03,0.993,50.18,toaster
2024-10-28 18:46:40,2237.29,2250.81,246.28,8.62,261.12,0.994,50.25,kettle
2024-10-28 18:46:40,95.9,98.16,20.94,0.373,262.91,0.977,50.25,fan
2024-10-28 18:46:40,826.93,832.85,99.15,3.204,259.93,0.993,50.25,toaster
2024-10-28 18:46:40,2240.38,2254.77,254.33,8.616,261.69,0.994,50.15,kettle
2024-10-28 18:46:40,96.25,98.18,19.36,0.374,262.49,0.98,50.15,fan
2024-10-28 18:46:40,834.37,840.25,99.3,3.209,261.81,0.993,50.15,toaster
2024-10-28 18:46:40,2233.67,2247.84,251.99,8.611,261.03,0.994,50.17,kettle
2024-10-28 18:46:40,95.9,97.98,20.1,0.374,261.79,0.979,50.17,fan
2024-10-28 18:46:40,834.58,840.78,101.92,3.207,262.2,0.993,50.17,toaster
2024-10-28 18:46:40,-0.42,12.88,12.87,0.049,263.55,0.032,50.13,No Appliance Detected
2024-10-28 18:46:40,98.16,100.14,19.82,0.379,264.5,0.98,50.13,fan
